SensorId, TimeStamp (s), FrameNumber, QuatW, QuatX, QuatY, QuatZ
1,0.42,42,-0.0198,-0.74149996,0.0163,-0.67030001
1,0.43,43,-0.0198,-0.74149996,0.0162,-0.67039996
1,0.44,44,-0.0199,-0.74129999,0.0161,-0.67049998
1,0.45,45,-0.02,-0.74119997,0.0159,-0.67069995
1,0.46,46,-0.0201,-0.74109995,0.0158,-0.67079997
1,0.47,47,-0.0202,-0.741,0.0157,-0.67089999
1,0.48,48,-0.0202,-0.74079996,0.0156,-0.67109996
1,0.49,49,-0.0202,-0.74070001,0.0155,-0.67129999
1,0.5,50,-0.0203,-0.74059999,0.0154,-0.67129999
1,0.51,51,-0.0204,-0.74059999,0.0152,-0.67140001
1,0.52,52,-0.0204,-0.74039996,0.0151,-0.67159998
1,0.53,53,-0.0204,-0.7403,0.015,-0.6717
1,0.54,54,-0.0205,-0.74019998,0.0148,-0.67179996
1,0.55,55,-0.0206,-0.74000001,0.0147,-0.67199999
1,0.56,56,-0.0207,-0.73979998,0.0145,-0.67219996
1,0.57,57,-0.0208,-0.73969996,0.0144,-0.6724
1,0.58,58,-0.0208,-0.73949999,0.0143,-0.67249995
1,0.59,59,-0.0208,-0.73929995,0.0142,-0.6728
1,0.6,60,-0.0208,-0.73909998,0.0141,-0.67309999
1,0.61,61,-0.0207,-0.73890001,0.0141,-0.67329997
1,0.62,62,-0.0207,-0.73879999,0.014,-0.67339998
1,0.63,63,-0.0208,-0.73859996,0.0137,-0.67359996
1,0.64,64,-0.0208,-0.73839998,0.0135,-0.67379999
1,0.65,65,-0.0207,-0.73820001,0.0134,-0.67399997
1,0.66,66,-0.0207,-0.73809999,0.0133,-0.67409998
1,0.67,67,-0.0206,-0.73789996,0.0132,-0.67429996
1,0.68,68,-0.0207,-0.73769999,0.0131,-0.67460001
1,0.69,69,-0.0206,-0.73759997,0.0131,-0.67469996
1,0.7,70,-0.0206,-0.73749995,0.013,-0.67479998
1,0.71,71,-0.0206,-0.73749995,0.013,-0.6749
1,0.72,72,-0.0206,-0.73729998,0.0129,-0.67500001
1,0.73,73,-0.0207,-0.73729998,0.0128,-0.67500001
1,0.74,74,-0.0207,-0.73729998,0.0128,-0.67509997
1,0.75,75,-0.0207,-0.73719996,0.0127,-0.67519999
1,0.76,76,-0.0207,-0.73699999,0.0127,-0.6753
1,0.77,77,-0.0207,-0.73679996,0.0127,-0.67559999
1,0.78,78,-0.0207,-0.7367,0.0127,-0.67570001
1,0.79,79,-0.0207,-0.73659998,0.0127,-0.67579997
1,0.8,80,-0.0207,-0.7367,0.0127,-0.67570001
1,0.81,81,-0.0208,-0.73659998,0.0127,-0.67579997
1,0.82,82,-0.0206,-0.73640001,0.0129,-0.676
1,0.83,83,-0.0202,-0.73629999,0.0133,-0.67609996
1,0.84,84,-0.0202,-0.73619998,0.0135,-0.67619997
1,0.85,85,-0.0205,-0.73609996,0.0132,-0.67629999
1,0.86,86,-0.0206,-0.736,0.0131,-0.67640001
1,0.87,87,-0.0204,-0.73619998,0.0134,-0.67629999
1,0.88,88,-0.0205,-0.73609996,0.0133,-0.67629999
1,0.89,89,-0.021,-0.736,0.0128,-0.67640001
1,0.9,90,-0.021,-0.73609996,0.0127,-0.67629999
1,0.91,91,-0.0207,-0.73609996,0.013,-0.67629999
1,0.92,92,-0.0208,-0.736,0.013,-0.67640001
1,0.93,93,-0.0211,-0.73589998,0.0126,-0.67659998
1,0.94,94,-0.0211,-0.73589998,0.0126,-0.67649996
1,0.95,95,-0.0209,-0.73589998,0.0129,-0.67659998
1,0.96,96,-0.0211,-0.73569995,0.0127,-0.6767
1,0.97,97,-0.0214,-0.73569995,0.0124,-0.67680001
1,0.98,98,-0.0214,-0.73569995,0.0125,-0.67680001
1,0.99,99,-0.0212,-0.73559999,0.0127,-0.67680001
1,1.0,100,-0.0213,-0.73559999,0.0127,-0.67689997
1,1.01,101,-0.0214,-0.73569995,0.0126,-0.67680001
1,1.02,102,-0.0213,-0.73579997,0.0126,-0.6767
1,1.03,103,-0.0212,-0.73569995,0.0128,-0.6767
1,1.04,104,-0.0212,-0.73559999,0.0129,-0.67680001
1,1.05,105,-0.0212,-0.73569995,0.0129,-0.67680001
1,1.06,106,-0.0211,-0.73569995,0.013,-0.6767
1,1.07,107,-0.021,-0.73559999,0.0132,-0.67680001
1,1.08,108,-0.0211,-0.73559999,0.0132,-0.67689997
1,1.09,109,-0.0213,-0.73559999,0.013,-0.67689997
1,1.1,110,-0.0212,-0.73559999,0.0131,-0.67680001
1,1.11,111,-0.0209,-0.73569995,0.0135,-0.6767
1,1.12,112,-0.0211,-0.73559999,0.0134,-0.67680001
1,1.13,113,-0.0215,-0.73549998,0.0131,-0.67699999
1,1.14,114,-0.0215,-0.73549998,0.013,-0.67699999
1,1.15,115,-0.0212,-0.73549998,0.0134,-0.67689997
1,1.16,116,-0.0212,-0.73539996,0.0134,-0.6771
1,1.17,117,-0.0214,-0.73519999,0.0133,-0.67719996
1,1.18,118,-0.0214,-0.73519999,0.0133,-0.67729998
1,1.19,119,-0.0211,-0.73519999,0.0136,-0.67729998
1,1.2,120,-0.021,-0.73509997,0.0138,-0.67739999
1,1.21,121,-0.0211,-0.7349,0.0137,-0.67759997
1,1.22,122,-0.0211,-0.7349,0.0137,-0.67759997
1,1.23,123,-0.021,-0.73479998,0.0139,-0.6778
1,1.24,124,-0.0209,-0.73460001,0.014,-0.67789996
1,1.25,125,-0.021,-0.73449999,0.014,-0.67809999
1,1.26,126,-0.021,-0.73439997,0.014,-0.67820001
1,1.27,127,-0.021,-0.73429996,0.0141,-0.67829996
1,1.28,128,-0.0209,-0.7342,0.0141,-0.67839998
1,1.29,129,-0.021,-0.73409998,0.0142,-0.6785
1,1.3,130,-0.021,-0.73409998,0.0141,-0.6785
1,1.31,131,-0.021,-0.73399997,0.0141,-0.67859995
1,1.32,132,-0.021,-0.73390001,0.0141,-0.67869997
1,1.33,133,-0.021,-0.73379999,0.0141,-0.67879999
1,1.34,134,-0.0209,-0.73379999,0.0141,-0.67879999
1,1.35,135,-0.0209,-0.73359996,0.0141,-0.67899996
1,1.36,136,-0.0209,-0.7335,0.0142,-0.67909998
1,1.37,137,-0.0208,-0.7335,0.0142,-0.67909998
1,1.38,138,-0.0207,-0.7335,0.0143,-0.67909998
1,1.39,139,-0.0207,-0.7335,0.0143,-0.67909998
1,1.4,140,-0.0207,-0.7335,0.0144,-0.67909998
1,1.41,141,-0.0206,-0.7335,0.0144,-0.67909998
1,1.42,142,-0.0206,-0.73359996,0.0145,-0.67909998
1,1.43,143,-0.0206,-0.73359996,0.0146,-0.67909998
1,1.44,144,-0.0206,-0.73359996,0.0146,-0.67909998
1,1.45,145,-0.0205,-0.73359996,0.0147,-0.67899996
1,1.46,146,-0.0204,-0.73359996,0.0148,-0.67899996
1,1.47,147,-0.0204,-0.73359996,0.0149,-0.67899996
1,1.48,148,-0.0204,-0.73359996,0.0149,-0.67899996
1,1.49,149,-0.0203,-0.73359996,0.015,-0.67899996
1,1.5,150,-0.0203,-0.73359996,0.015,-0.67899996
1,1.51,151,-0.0203,-0.7335,0.0151,-0.67909998
1,1.52,152,-0.0203,-0.7335,0.0151,-0.67909998
1,1.53,153,-0.0204,-0.7335,0.0151,-0.67909998
1,1.54,154,-0.0204,-0.73339999,0.0151,-0.67919999
1,1.55,155,-0.0204,-0.73329997,0.0152,-0.67930001
1,1.56,156,-0.0204,-0.73319995,0.0152,-0.67939997
1,1.57,157,-0.0204,-0.73319995,0.0152,-0.67939997
1,1.58,158,-0.0204,-0.73339999,0.0152,-0.67930001
1,1.59,159,-0.0206,-0.73339999,0.0151,-0.67919999
1,1.6,160,-0.0206,-0.73319995,0.0151,-0.67939997
1,1.61,161,-0.0203,-0.73319995,0.0154,-0.67939997
1,1.62,162,-0.0199,-0.73329997,0.0159,-0.67930001
1,1.63,163,-0.02,-0.73339999,0.0159,-0.67919999
1,1.64,164,-0.0204,-0.73339999,0.0156,-0.67930001
1,1.65,165,-0.0202,-0.73359996,0.0158,-0.67899996
1,1.66,166,-0.02,-0.73390001,0.0162,-0.67869997
1,1.67,167,-0.0203,-0.73399997,0.0159,-0.67859995
1,1.68,168,-0.0209,-0.73399997,0.0154,-0.6785
1,1.69,169,-0.0207,-0.73429996,0.0155,-0.67829996
1,1.7,170,-0.0204,-0.73439997,0.0158,-0.67809999
1,1.71,171,-0.0207,-0.73439997,0.0155,-0.67809999
1,1.72,172,-0.0211,-0.73439997,0.0151,-0.67809999
1,1.73,173,-0.021,-0.73460001,0.0151,-0.67789996
1,1.74,174,-0.0207,-0.73449999,0.0154,-0.67799997
1,1.75,175,-0.021,-0.73439997,0.0151,-0.67809999
1,1.76,176,-0.0213,-0.73439997,0.0148,-0.67809999
1,1.77,177,-0.0211,-0.73460001,0.0149,-0.67789996
1,1.78,178,-0.0208,-0.73449999,0.0152,-0.67799997
1,1.79,179,-0.021,-0.73449999,0.015,-0.67799997
1,1.8,180,-0.0211,-0.73460001,0.0148,-0.67789996
1,1.81,181,-0.021,-0.73479998,0.0149,-0.67769998
1,1.82,182,-0.0209,-0.73469996,0.0151,-0.6778
1,1.83,183,-0.021,-0.73469996,0.015,-0.6778
1,1.84,184,-0.021,-0.73479998,0.0149,-0.67769998
1,1.85,185,-0.0208,-0.73469996,0.0151,-0.6778
1,1.86,186,-0.0208,-0.73449999,0.0151,-0.67799997
1,1.87,187,-0.0211,-0.73439997,0.0149,-0.67809999
1,1.88,188,-0.0211,-0.73449999,0.0148,-0.67799997
1,1.89,189,-0.0208,-0.73460001,0.0151,-0.67799997
1,1.9,190,-0.0209,-0.73439997,0.0151,-0.67809999
1,1.91,191,-0.0213,-0.73429996,0.0148,-0.67820001
1,1.92,192,-0.0215,-0.73429996,0.0146,-0.67820001
1,1.93,193,-0.0214,-0.73429996,0.0149,-0.67820001
1,1.94,194,-0.0214,-0.7342,0.015,-0.67829996
1,1.95,195,-0.0219,-0.73399997,0.0147,-0.6785
1,1.96,196,-0.0222,-0.73399997,0.0146,-0.6785
1,1.97,197,-0.0221,-0.73390001,0.0148,-0.67869997
1,1.98,198,-0.022,-0.73359996,0.0151,-0.6789
1,1.99,199,-0.0224,-0.73359996,0.015,-0.6789
1,2.0,200,-0.0228,-0.73379999,0.0147,-0.67879999
1,2.01,201,-0.023,-0.73379999,0.0145,-0.67869997
1,2.02,202,-0.0232,-0.73379999,0.0144,-0.67869997
1,2.03,203,-0.0236,-0.73399997,0.014,-0.6785
1,2.04,204,-0.0242,-0.73409998,0.0134,-0.67839998
1,2.05,205,-0.0247,-0.73409998,0.0131,-0.67829996
1,2.06,206,-0.025,-0.73409998,0.0129,-0.67829996
1,2.07,207,-0.0254,-0.7342,0.0127,-0.67820001
1,2.08,208,-0.0259,-0.73429996,0.0122,-0.67809999
1,2.09,209,-0.0264,-0.73439997,0.0117,-0.67799997
1,2.1,210,-0.0267,-0.73439997,0.0114,-0.67789996
1,2.11,211,-0.027,-0.73460001,0.0112,-0.6778
1,2.12,212,-0.0274,-0.73469996,0.0108,-0.67769998
1,2.13,213,-0.0277,-0.73479998,0.0103,-0.67750001
1,2.14,214,-0.0279,-0.73499995,0.01,-0.67729998
1,2.15,215,-0.028,-0.7353,0.0099,-0.67699999
1,2.16,216,-0.028,-0.73559999,0.0096,-0.6767
1,2.17,217,-0.0282,-0.73609996,0.0092,-0.67619997
1,2.18,218,-0.0282,-0.73659998,0.009,-0.67559999
1,2.19,219,-0.0279,-0.73729998,0.0091,-0.67479998
1,2.2,220,-0.0276,-0.73809999,0.0091,-0.67399997
1,2.21,221,-0.0276,-0.73899996,0.0088,-0.67299998
1,2.22,222,-0.0276,-0.73989999,0.0087,-0.67199999
1,2.23,223,-0.0273,-0.74089998,0.0088,-0.67089999
1,2.24,224,-0.0269,-0.74189997,0.0091,-0.66979998
1,2.25,225,-0.0269,-0.74299997,0.0091,-0.66850001
1,2.26,226,-0.0269,-0.74430001,0.0091,-0.66719997
1,2.27,227,-0.0267,-0.74549997,0.0093,-0.66579998
1,2.28,228,-0.0262,-0.74659997,0.0097,-0.6645
1,2.29,229,-0.0258,-0.74790001,0.01,-0.6631
1,2.3,230,-0.0253,-0.7493,0.0103,-0.66159999
1,2.31,231,-0.0247,-0.75059998,0.0107,-0.66009998
1,2.32,232,-0.0242,-0.75189996,0.011,-0.65859997
1,2.33,233,-0.0238,-0.75309998,0.0112,-0.6573
1,2.34,234,-0.0233,-0.7543,0.0115,-0.6559
1,2.35,235,-0.0227,-0.75549996,0.0118,-0.65450001
1,2.36,236,-0.022,-0.75639999,0.0122,-0.65349996
1,2.37,237,-0.0213,-0.75749999,0.0126,-0.65219998
1,2.38,238,-0.0207,-0.75889999,0.0129,-0.65069997
1,2.39,239,-0.02,-0.75999999,0.0132,-0.6494
1,2.4,240,-0.019,-0.76109999,0.0139,-0.64809996
1,2.41,241,-0.018,-0.76249999,0.0145,-0.64649999
1,2.42,242,-0.0174,-0.76359999,0.0146,-0.6451
1,2.43,243,-0.0168,-0.76440001,0.0147,-0.64429998
1,2.44,244,-0.0159,-0.76499999,0.0151,-0.64349997
1,2.45,245,-0.0149,-0.76599997,0.0155,-0.64239997
1,2.46,246,-0.0143,-0.76679999,0.0156,-0.64139998
1,2.47,247,-0.0136,-0.76749998,0.0157,-0.64050001
1,2.48,248,-0.0126,-0.76849997,0.0162,-0.63940001
1,2.49,249,-0.0116,-0.76959997,0.0167,-0.63800001
1,2.5,250,-0.0109,-0.77059996,0.0169,-0.63690001
1,2.51,251,-0.0099,-0.77139997,0.0173,-0.63589996
1,2.52,252,-0.0086,-0.7723,0.0179,-0.63489997
1,2.53,253,-0.0072,-0.77319998,0.0186,-0.63370001
1,2.54,254,-0.0061,-0.77410001,0.0191,-0.63260001
1,2.55,255,-0.0049,-0.77499998,0.0196,-0.63150001
1,2.56,256,-0.0036,-0.77609998,0.0204,-0.63019997
1,2.57,257,-0.0023,-0.7773,0.0211,-0.62869996
1,2.58,258,-0.0013,-0.7784,0.0216,-0.62729996
1,2.59,259,-0.0003,-0.77939999,0.0223,-0.62599999
1,2.6,260,0.0009,-0.78029996,0.0231,-0.62479997
1,2.61,261,0.0019,-0.78119999,0.0238,-0.62369996
1,2.62,262,0.0028,-0.78209996,0.0244,-0.62259996
1,2.63,263,0.0038,-0.78289998,0.0251,-0.62159997
1,2.64,264,0.0047,-0.78359997,0.0259,-0.62059999
1,2.65,265,0.0054,-0.78439999,0.0264,-0.6196
1,2.66,266,0.0058,-0.78509998,0.0269,-0.61869997
1,2.67,267,0.0066,-0.78569996,0.0277,-0.6178
1,2.68,268,0.0074,-0.78639996,0.0285,-0.61689997
1,2.69,269,0.0076,-0.78679997,0.0289,-0.61629999
1,2.7,270,0.0076,-0.78709996,0.029,-0.616
1,2.71,271,0.008,-0.78759998,0.0296,-0.6153
1,2.72,272,0.0083,-0.78829998,0.0302,-0.61439997
1,2.73,273,0.0081,-0.78899997,0.0304,-0.6135
1,2.74,274,0.0079,-0.7895,0.0306,-0.6128
1,2.75,275,0.0081,-0.7899,0.0312,-0.61229998
1,2.76,276,0.0082,-0.79009998,0.0317,-0.61199999
1,2.77,277,0.0075,-0.79029995,0.0315,-0.6117
1,2.78,278,0.0066,-0.7906,0.0312,-0.61140001
1,2.79,279,0.0061,-0.79089999,0.0313,-0.611
1,2.8,280,0.0055,-0.7913,0.0316,-0.61049998
1,2.81,281,0.0044,-0.79170001,0.0316,-0.61000001
1,2.82,282,0.0032,-0.79189998,0.0315,-0.60969996
1,2.83,283,0.0023,-0.792,0.0318,-0.60960001
1,2.84,284,0.0013,-0.79219997,0.032,-0.60929996
1,2.85,285,0.0,-0.79259998,0.0319,-0.60879999
1,2.86,286,-0.0015,-0.7931,0.0318,-0.60820001
1,2.87,287,-0.0029,-0.79359996,0.032,-0.60749996
1,2.88,288,-0.0043,-0.79409999,0.0324,-0.60679996
1,2.89,289,-0.0057,-0.7949,0.0329,-0.60569996
1,2.9,290,-0.0068,-0.79609996,0.0335,-0.60409999
1,2.91,291,-0.0078,-0.79719996,0.0343,-0.60249996
1,2.92,292,-0.0092,-0.79799998,0.0348,-0.60139996
1,2.93,293,-0.0109,-0.79899997,0.035,-0.60009998
1,2.94,294,-0.0125,-0.79999995,0.0354,-0.59869999
1,2.95,295,-0.014,-0.80079997,0.0359,-0.59759998
1,2.96,296,-0.0162,-0.801,0.0359,-0.59729999
1,2.97,297,-0.0187,-0.801,0.0357,-0.59709996
1,2.98,298,-0.0203,-0.801,0.0362,-0.59709996
1,2.99,299,-0.0211,-0.80089998,0.0375,-0.59709996
1,3.0,300,-0.0224,-0.80070001,0.0383,-0.59729999
1,3.01,301,-0.0245,-0.80059999,0.0384,-0.59729999
1,3.02,302,-0.0259,-0.80079997,0.039,-0.597
1,3.03,303,-0.0263,-0.80089998,0.0403,-0.59679997
1,3.04,304,-0.0273,-0.80079997,0.0411,-0.59679997
1,3.05,305,-0.029,-0.80079997,0.0414,-0.59670001
1,3.06,306,-0.0306,-0.80079997,0.0418,-0.5966
1,3.07,307,-0.0319,-0.80079997,0.0425,-0.59639996
1,3.08,308,-0.0338,-0.80079997,0.0427,-0.59630001
1,3.09,309,-0.0363,-0.80089998,0.0424,-0.59609997
1,3.1,310,-0.0387,-0.80109996,0.0422,-0.59569997
1,3.11,311,-0.0409,-0.80140001,0.042,-0.59509999
1,3.12,312,-0.0434,-0.80199999,0.0414,-0.59419996
1,3.13,313,-0.0462,-0.80249995,0.0406,-0.5934
1,3.14,314,-0.0486,-0.80289996,0.0401,-0.5927
1,3.15,315,-0.0505,-0.80320001,0.0399,-0.59200001
1,3.16,316,-0.0527,-0.80359995,0.0393,-0.59130001
1,3.17,317,-0.0554,-0.80409998,0.0382,-0.5905
1,3.18,318,-0.0575,-0.80439997,0.0373,-0.58999997
1,3.19,319,-0.0588,-0.80449998,0.0371,-0.5898
1,3.2,320,-0.0602,-0.80469996,0.0366,-0.58939999
1,3.21,321,-0.0624,-0.80519998,0.0353,-0.58859998
1,3.22,322,-0.0643,-0.80549997,0.0341,-0.588
1,3.23,323,-0.0652,-0.8057,0.0337,-0.58770001
1,3.24,324,-0.0659,-0.80599999,0.0333,-0.58709997
1,3.25,325,-0.0674,-0.8064,0.0323,-0.58649999
1,3.26,326,-0.0689,-0.80649996,0.0312,-0.5862
1,3.27,327,-0.0695,-0.80659997,0.0308,-0.58609998
1,3.28,328,-0.0699,-0.80680001,0.0304,-0.58569998
1,3.29,329,-0.0711,-0.80719995,0.0293,-0.5851
1,3.3,330,-0.0725,-0.80759996,0.028,-0.58450001
1,3.31,331,-0.0733,-0.80779999,0.0271,-0.58410001
1,3.32,332,-0.0738,-0.80809999,0.0264,-0.5837
1,3.33,333,-0.0747,-0.80849999,0.0253,-0.58309996
1,3.34,334,-0.0758,-0.80879998,0.0241,-0.5826
1,3.35,335,-0.0765,-0.80899996,0.0233,-0.58219999
1,3.36,336,-0.0769,-0.80930001,0.0227,-0.58179998
1,3.37,337,-0.0775,-0.80979997,0.0219,-0.58099997
1,3.38,338,-0.0783,-0.81040001,0.021,-0.5801
1,3.39,339,-0.079,-0.81079996,0.0202,-0.5794
1,3.4,340,-0.0796,-0.81119996,0.0194,-0.57889998
1,3.41,341,-0.0801,-0.81149995,0.0187,-0.57839996
1,3.42,342,-0.0803,-0.8118,0.0183,-0.57789999
1,3.43,343,-0.0805,-0.81189996,0.0179,-0.57779998
1,3.44,344,-0.0809,-0.81189996,0.0173,-0.57779998
1,3.45,345,-0.08109999,-0.81219995,0.0167,-0.57739997
1,3.46,346,-0.08109999,-0.8125,0.0161,-0.57690001
1,3.47,347,-0.0812,-0.81269997,0.0154,-0.57669997
1,3.48,348,-0.0815,-0.81279999,0.0145,-0.57660002
1,3.49,349,-0.0815,-0.81299996,0.0139,-0.57620001
1,3.5,350,-0.0812,-0.81329995,0.0134,-0.5758
1,3.51,351,-0.0814,-0.81339997,0.0125,-0.57569999
1,3.52,352,-0.0816,-0.81339997,0.0115,-0.57569999
1,3.53,353,-0.0812,-0.8136,0.0109,-0.57550001
1,3.54,354,-0.0806,-0.81369996,0.0104,-0.57539999
1,3.55,355,-0.0804,-0.81369996,0.0096,-0.57550001
1,3.56,356,-0.0803,-0.81369996,0.0085,-0.57550001
1,3.57,357,-0.0797,-0.81379998,0.0076,-0.57550001
1,3.58,358,-0.0788,-0.81369996,0.0069,-0.5758
1,3.59,359,-0.0783,-0.81329995,0.0058,-0.57639998
1,3.6,360,-0.0777,-0.81309998,0.0045,-0.57679999
1,3.61,361,-0.07669999,-0.81299996,0.0034,-0.57709998
1,3.62,362,-0.07539999,-0.81279999,0.0023,-0.57749999
1,3.63,363,-0.07449999,-0.81229997,0.0009,-0.5783
1,3.64,364,-0.0738,-0.81169999,-0.0007,-0.57929999
1,3.65,365,-0.0728,-0.81089997,-0.0021,-0.58059996
1,3.66,366,-0.0715,-0.80989999,-0.0031,-0.58209997
1,3.67,367,-0.07009999,-0.8089,-0.0041,-0.58359998
1,3.68,368,-0.06879999,-0.80829996,-0.0052,-0.58459997
1,3.69,369,-0.0675,-0.80789995,-0.0065,-0.58529997
1,3.7,370,-0.066,-0.80739999,-0.0079,-0.58609998
1,3.71,371,-0.0645,-0.80699998,-0.0094,-0.58679998
1,3.72,372,-0.0628,-0.80699998,-0.0111,-0.58700001
1,3.73,373,-0.061,-0.80699998,-0.0129,-0.58709997
1,3.74,374,-0.0595,-0.80669999,-0.0151,-0.58770001
1,3.75,375,-0.0586,-0.80619997,-0.0178,-0.58829999
1,3.76,376,-0.0579,-0.80559999,-0.0205,-0.58919996
1,3.77,377,-0.0567,-0.80439997,-0.0228,-0.59079999
1,3.78,378,-0.0556,-0.80289996,-0.0249,-0.59279996
1,3.79,379,-0.0551,-0.80149996,-0.0273,-0.59469998
1,3.8,380,-0.0546,-0.80019999,-0.0297,-0.59630001
1,3.81,381,-0.0535,-0.79909998,-0.0316,-0.59789997
1,3.82,382,-0.0523,-0.79789996,-0.033,-0.59939998
1,3.83,383,-0.0514,-0.79679996,-0.0345,-0.60100001
1,3.84,384,-0.0503,-0.79569995,-0.0359,-0.6024
1,3.85,385,-0.0484,-0.7949,-0.0363,-0.60359997
1,3.86,386,-0.046,-0.79459995,-0.0361,-0.60420001
1,3.87,387,-0.0439,-0.79439998,-0.036,-0.60469997
1,3.88,388,-0.0423,-0.79409999,-0.036,-0.60509998
1,3.89,389,-0.0406,-0.79389995,-0.0359,-0.60549998
1,3.9,390,-0.0383,-0.79369998,-0.035,-0.60600001
1,3.91,391,-0.0356,-0.79369998,-0.0336,-0.6063
1,3.92,392,-0.0334,-0.79369998,-0.0324,-0.60640001
1,3.93,393,-0.0324,-0.79350001,-0.032,-0.6067
1,3.94,394,-0.0311,-0.79339999,-0.0313,-0.60689998
1,3.95,395,-0.0288,-0.79350001,-0.0297,-0.60710001
1,3.96,396,-0.0267,-0.79339999,-0.0281,-0.60729998
1,3.97,397,-0.0257,-0.79329997,-0.0272,-0.60759997
1,3.98,398,-0.0247,-0.79329997,-0.0263,-0.60769999
1,3.99,399,-0.0227,-0.79339999,-0.0244,-0.60769999
1,4.0,400,-0.0208,-0.79350001,-0.0224,-0.60769999
1,4.01,401,-0.0198,-0.79339999,-0.021,-0.60789996
1,4.02,402,-0.0187,-0.79339999,-0.0195,-0.60799998
1,4.03,403,-0.0171,-0.79339999,-0.0174,-0.6081
1,4.04,404,-0.0158,-0.79339999,-0.0155,-0.60820001
1,4.05,405,-0.015,-0.79339999,-0.014,-0.60829997
1,4.06,406,-0.0141,-0.79339999,-0.0123,-0.60829997
1,4.07,407,-0.0129,-0.79339999,-0.0103,-0.60829997
1,4.08,408,-0.0117,-0.79350001,-0.0082,-0.60829997
1,4.09,409,-0.0109,-0.79369998,-0.0063,-0.6081
1,4.1,410,-0.01,-0.7938,-0.0042,-0.60789996
1,4.11,411,-0.0089,-0.79389995,-0.0019,-0.60789996
1,4.12,412,-0.008,-0.79399997,0.0003,-0.60780001
1,4.13,413,-0.0073,-0.79399997,0.0024,-0.60769999
1,4.14,414,-0.0066,-0.79399997,0.0046,-0.60769999
1,4.15,415,-0.006,-0.79399997,0.007,-0.60769999
1,4.16,416,-0.0054,-0.79409999,0.0093,-0.60759997
1,4.17,417,-0.0046,-0.7942,0.0119,-0.6074
1,4.18,418,-0.0038,-0.79449999,0.0146,-0.60689998
1,4.19,419,-0.0034,-0.7949,0.0169,-0.6063
1,4.2,420,-0.0033,-0.79530001,0.0189,-0.60579997
1,4.21,421,-0.003,-0.79579997,0.0212,-0.60509998
1,4.22,422,-0.0024,-0.79629999,0.0236,-0.60429996
1,4.23,423,-0.0022,-0.79679996,0.0257,-0.60350001
1,4.24,424,-0.0021,-0.79729998,0.0275,-0.60280001
1,4.25,425,-0.0015,-0.79769999,0.0297,-0.60219997
1,4.26,426,-0.0008,-0.79809999,0.0319,-0.60149997
